Bus Number,Service Date,Route/Down/NIS,Date When Service Went Down,Bus Went Down on Service Date,Expected Return Date,Specify Other Reason Here,Current Status for Down Buses,Operations Down Bus Reason 1,Operations Down Bus Reason 2,Operations Down Bus Reason 3,Down Duration,AM Pull-out Route/Down/NIS,AM Pullout Down Bus Reason 1,AM Pullout Down Bus Reason 2,Bus Status Change
2105.0,2023-08-23,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
2105.0,2023-08-24,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2105.0,2023-08-25,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
2105.0,2023-08-27,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2105.0,2023-08-28,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2105.0,2023-08-29,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,NMS,Not Specified,Not Specified,No
2105.0,2023-08-31,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2105.0,2023-09-05,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
2105.0,2023-09-10,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,Yes
2106.0,2023-08-09,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2106.0,2023-08-10,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,NMS,Not Specified,Not Specified,No
2106.0,2023-08-11,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
2106.0,2023-08-12,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,No
2106.0,2023-08-13,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2106.0,2023-08-16,RS-DP,None,Not Specified,2023-08-19 00:00:00,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
2106.0,2023-08-17,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
2106.0,2023-08-18,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
2106.0,2023-08-19,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
2106.0,2023-08-20,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2106.0,2023-08-21,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
2106.0,2023-08-22,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2106.0,2023-08-23,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,NMS,Not Specified,Not Specified,No
2106.0,2023-08-24,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,Yes
2106.0,2023-08-25,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,NMS,Not Specified,Not Specified,Yes
2106.0,2023-08-27,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
2106.0,2023-08-28,Down,2023-08-29 00:00:00,Not Specified,2023-08-29 00:00:00,infestation,Awaiting Service/Parts (incl. Proterra),infestation,Not Specified,Not Specified,-1.0,Spare,Not Specified,Not Specified,No
2106.0,2023-08-29,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Down,Infestation,Not Specified,No
2106.0,2023-08-31,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2106.0,2023-09-05,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
2106.0,2023-09-10,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2107.0,2023-08-09,Down,2023-07-28 00:00:00,Not Specified,2023-08-09 00:00:00,Not Specified,Awaiting Diagnostics,Fire Suppression System/Discharge/No Start,Not Specified,Not Specified,12.0,Down,Fire Suppression System/Discharge/No Start,Not Specified,Yes
2107.0,2023-08-10,Down,2023-07-28 00:00:00,Not Specified,2023-08-09 00:00:00,Not Specified,Awaiting Diagnostics,Fire Suppression System/Discharge/No Start,Not Specified,Not Specified,13.0,Down,Awaiting Diag.,Not Specified,Yes
2107.0,2023-08-11,Down,2023-07-28 00:00:00,Not Specified,2023-08-15 00:00:00,NO START,Awaiting Service/Parts (incl. Proterra),Not Specified,Not Specified,Not Specified,14.0,Down,Fire Suppression System/Discharge/No Start,Not Specified,Yes
2107.0,2023-08-13,Down,2023-07-28 00:00:00,Not Specified,2023-08-15 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Fire Suppression System/Discharge/No Start,Not Specified,Not Specified,16.0,Down,Fire Suppression System/Discharge/No Start,Not Specified,Yes
2107.0,2023-08-16,Down,2023-07-28 00:00:00,Not Specified,2023-08-18 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Fire Suppression System/Discharge/No Start,Not Specified,Not Specified,19.0,Down,Fire Suppression System/Discharge/No Start,Not Specified,Yes
2107.0,2023-08-17,Down,2023-07-28 00:00:00,Not Specified,2023-08-20 00:00:00,Not Specified,Going to Vendor,Fire Suppression System/Discharge/No Start,Not Specified,Not Specified,20.0,Down,Fire Suppression System/Discharge/No Start,Not Specified,Yes
2107.0,2023-08-18,Down,2023-07-28 00:00:00,Yes,2023-07-28 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Fire Suppression System/Discharge/No Start,Not Specified,Not Specified,21.0,Down,Fire Suppression System/Discharge/No Start, Ignition Issues/No Start,Yes
2107.0,2023-08-19,Down,2023-07-28 00:00:00,Yes,2023-08-20 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),Fire Suppression System/Discharge/No Start,Not Specified,Not Specified,22.0,Down,Check/Stop System/Engine Lights,Not Specified,Yes
2107.0,2023-08-20,Down,2023-07-28 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to Vendor,Fire Suppression System/Discharge/No Start,Not Specified,Not Specified,23.0,DOWN,Fire Suppression System/Discharge/No Start,Not Specified,No
2107.0,2023-08-21,Down,2023-07-28 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to Vendor,Fire Suppression System/Discharge/No Start,Not Specified,Not Specified,24.0,Down,Fire Suppression System/Discharge/No Start,Not Specified,Yes
2107.0,2023-08-22,Down,2023-07-28 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to Vendor,Fire Suppression System/Discharge/No Start,Not Specified,Not Specified,25.0,Down,Fire Suppression System/Discharge/No Start,Not Specified,Yes
2107.0,2023-08-23,Down,2023-07-28 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to Vendor,Fire Suppression System/Discharge/No Start,Not Specified,Not Specified,26.0,Down,Fire Suppression System/Discharge/No Start,Not Specified,Yes
2107.0,2023-08-24,Down,2023-07-28 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Fire Suppression System/Discharge/No Start,Not Specified,Not Specified,27.0,Down,Fire Suppression System/Discharge/No Start, Ignition Issues/No Start,Yes
2107.0,2023-08-25,Down,2023-07-28 00:00:00,Yes,2023-09-01 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Fire Suppression System/Discharge/No Start, Transmission Issues,Not Specified,28.0,Down,Fire Suppression System/Discharge/No Start,Not Specified,Yes
2107.0,2023-08-27,Down,2023-07-28 00:00:00,Not Specified,2023-09-01 00:00:00,Not Specified,Going to Vendor,Fire Suppression System/Discharge/No Start,Not Specified,Not Specified,30.0,Down,Fire Suppression System/Discharge/No Start,Not Specified,Yes
2107.0,2023-08-28,Down,2023-07-28 00:00:00,Not Specified,2023-09-01 00:00:00,Not Specified,Going to Vendor,Fire Suppression System/Discharge/No Start,Not Specified,Not Specified,31.0,Down,Ignition Issues/No Start,Not Specified,Yes
2107.0,2023-08-29,Down,2023-07-28 00:00:00,Not Specified,2023-09-01 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Fire Suppression System/Discharge/No Start, Shutting Down,Not Specified,32.0,Down,Fire Suppression System/Discharge/No Start,Not Specified,Yes
2107.0,2023-08-31,Down,2023-07-28 00:00:00,Not Specified,2023-09-07 00:00:00,Not Specified,Going to Vendor,Fire Suppression System/Discharge/No Start,Not Specified,Not Specified,34.0,Down,Fire Suppression System/Discharge/No Start,Not Specified,Yes
2107.0,2023-09-05,Down,2023-07-28 00:00:00,Not Specified,2023-09-07 00:00:00,Not Specified,Going to Vendor,Fire Suppression System/Discharge/No Start,Not Specified,Not Specified,39.0,Down,Fire Suppression System/Discharge/No Start,Not Specified,Yes
2107.0,2023-09-10,Down,2023-07-28 00:00:00,Not Specified,2023-09-15 00:00:00,Not Specified,Going to Vendor,Fire Suppression System/Discharge/No Start,Not Specified,Not Specified,44.0,Down,Fire Suppression System/Discharge/No Start,Not Specified,Yes
2108.0,2023-08-09,Down,2023-07-26 00:00:00,Not Specified,2023-08-15 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Transmission Issues,Not Specified,Not Specified,14.0,Down,Transmission Issues,Not Specified,Yes
2108.0,2023-08-10,Down,2023-07-26 00:00:00,Not Specified,2023-08-15 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Check/Stop System/Engine Lights,Not Specified,Not Specified,15.0,Down,Transmission Issues,Not Specified,Yes
2108.0,2023-08-11,Down,2023-07-26 00:00:00,Not Specified,2023-08-13 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Transmission Issues,Not Specified,Not Specified,16.0,Down,Transmission Issues,Not Specified,Yes
2108.0,2023-08-13,Down,2023-07-26 00:00:00,Not Specified,2023-08-18 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Check/Stop Engine Lights,Not Specified,Not Specified,18.0,Down,Transmission Issues,Not Specified,Yes
2108.0,2023-08-16,Down,2023-07-26 00:00:00,Not Specified,2023-08-19 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Transmission Issues,Not Specified,Not Specified,21.0,Down,Check/Stop System/Engine Lights,Not Specified,Yes
2108.0,2023-08-17,Down,2023-07-26 00:00:00,Not Specified,2023-08-21 00:00:00,Not Specified,At South Capitol,Transmission Issues,Not Specified,Not Specified,22.0,Down,Transmission Issues,Not Specified,Yes
2108.0,2023-08-18,Down,2023-07-26 00:00:00,Yes,2023-07-26 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Transmission Issues,Not Specified,Not Specified,23.0,Down,Transmission Issues,Not Specified,Yes
2108.0,2023-08-19,Down,2023-07-26 00:00:00,Yes,2023-08-21 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Transmission Issues,Not Specified,Not Specified,24.0,Down,Check/Stop System/Engine Lights,Not Specified,Yes
2108.0,2023-08-20,Down,2023-07-26 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Transmission Issues,Not Specified,Not Specified,25.0,Down,Check/Stop System/Engine Lights,Not Specified,Yes
2108.0,2023-08-21,Down,2023-07-26 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Transmission Issues,Not Specified,Not Specified,26.0,Down,Check/Stop System/Engine Lights,Not Specified,Yes
2108.0,2023-08-22,Down,2023-07-26 00:00:00,Not Specified,2023-08-31 00:00:00,check trans light active,Going to/At/On-site Vendor (i.e. Cummins),check trans light active,Not Specified,Not Specified,27.0,Down,Transmission Issues,Not Specified,Yes
2108.0,2023-08-23,Down,2023-07-26 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Transmission Issues,Not Specified,Not Specified,28.0,Down,Check/Stop System/Engine Lights,Not Specified,Yes
2108.0,2023-08-24,Down,2023-07-26 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Transmission Issues,Not Specified,Not Specified,29.0,Down,Transmission Issues,Not Specified,Yes
2108.0,2023-08-25,Down,2023-07-26 00:00:00,Yes,2023-09-01 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),Transmission Issues,Not Specified,Not Specified,30.0,Down,Transmission Issues,Not Specified,Yes
2108.0,2023-08-27,Down,2023-07-26 00:00:00,Not Specified,2023-09-01 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Transmission Issues,Not Specified,Not Specified,32.0,Down,Check/Stop System/Engine Lights,Not Specified,Yes
2108.0,2023-08-28,Down,2023-07-26 00:00:00,Not Specified,2023-09-01 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Transmission Issues,Not Specified,Not Specified,33.0,Down,Check Trans. Light Active,Not Specified,Yes
2108.0,2023-08-29,Down,2023-07-26 00:00:00,Not Specified,2023-09-01 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Transmission Issues,Not Specified,Not Specified,34.0,Down,Check/Stop System/Engine Lights,Not Specified,Yes
2108.0,2023-08-31,Down,2023-07-26 00:00:00,Not Specified,2023-09-07 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Transmission Issues,Not Specified,Not Specified,36.0,Down,Transmission Issues,Not Specified,Yes
2108.0,2023-09-05,Down,2023-07-26 00:00:00,Not Specified,2023-09-07 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Transmission Issues,Not Specified,Not Specified,41.0,Down,Check/Stop System/Engine Lights,Not Specified,Yes
2108.0,2023-09-10,Down,2023-07-26 00:00:00,Not Specified,2023-09-15 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Transmission Issues,Not Specified,Not Specified,46.0,Down,Check/Stop System/Engine Lights,Not Specified,Yes
2109.0,2023-08-09,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2109.0,2023-08-10,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,NMS,Not Specified,Not Specified,Yes
2109.0,2023-08-11,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,No
2109.0,2023-08-12,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2109.0,2023-08-13,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2109.0,2023-08-16,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2109.0,2023-08-17,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,NMS,Not Specified,Not Specified,Yes
2109.0,2023-08-18,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2109.0,2023-08-19,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,No
2109.0,2023-08-20,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
2109.0,2023-08-21,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2109.0,2023-08-22,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,NMS,Not Specified,Not Specified,No
2109.0,2023-08-23,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
2109.0,2023-08-24,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2109.0,2023-08-25,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,NMS,Not Specified,Not Specified,Yes
2109.0,2023-08-27,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,NMS,Not Specified,Not Specified,Yes
2109.0,2023-08-28,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2109.0,2023-08-29,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
2109.0,2023-08-31,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Down,S/S Mirror & Window,Not Specified,No
2109.0,2023-09-05,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,NMS,Not Specified,Not Specified,Yes
2109.0,2023-09-10,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2110.0,2023-08-09,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
2110.0,2023-08-10,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
2110.0,2023-08-11,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2110.0,2023-08-12,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,No
2110.0,2023-08-13,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
2110.0,2023-08-16,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Down,Suspension/Steering System,Not Specified,No
2110.0,2023-08-17,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
2110.0,2023-08-18,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
2110.0,2023-08-19,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2110.0,2023-08-20,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2110.0,2023-08-21,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
2110.0,2023-08-22,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
2110.0,2023-08-23,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2110.0,2023-08-24,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
2110.0,2023-08-25,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,No
2110.0,2023-08-27,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
2110.0,2023-08-28,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
2110.0,2023-08-29,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2110.0,2023-08-31,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2110.0,2023-09-05,Not In Service,2023-09-05 00:00:00,Yes,2023-09-06 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),A/C (HVAC) Issues,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,No
2110.0,2023-09-10,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,No
2111.0,2023-08-09,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2111.0,2023-08-10,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
2111.0,2023-08-11,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2111.0,2023-08-12,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2111.0,2023-08-13,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2111.0,2023-08-16,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,NMS,Not Specified,Not Specified,Yes
2111.0,2023-08-17,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
2111.0,2023-08-18,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
2111.0,2023-08-19,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Down,A or B Defects,Not Specified,No
2111.0,2023-08-20,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
2111.0,2023-08-21,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
2111.0,2023-08-22,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2111.0,2023-08-23,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
2111.0,2023-08-24,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
2111.0,2023-08-25,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
2111.0,2023-08-27,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
2111.0,2023-08-28,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2111.0,2023-08-29,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2111.0,2023-08-31,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
2111.0,2023-09-05,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
2111.0,2023-09-10,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
2112.0,2023-08-09,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2112.0,2023-08-10,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2112.0,2023-08-11,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2112.0,2023-08-12,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2112.0,2023-08-13,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,Yes
2112.0,2023-08-16,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
2112.0,2023-08-17,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
2112.0,2023-08-18,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2112.0,2023-08-19,Down,2023-08-18 00:00:00,Yes,2023-08-21 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),A or B Defects,Not Specified,Not Specified,1.0,Down,A or B Defects,Not Specified,Yes
2112.0,2023-08-20,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2112.0,2023-08-21,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
2112.0,2023-08-22,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
